"","cntry_name","cntry","vote_code","lrscale","emplrel","emplno","estsz","hinctnta","isco08","jbspv","njbspv","sclmeet","inprdsc","sclact","age","rlgdgr","eduyrs","male","blgetmg","uemp3m","uemp12m","uemp5yr","mbtru","tporgwk","wrkac6m","anweight","domicil","region","uempla","uempli","pdwrk","vote","empName","communist10","occup","org_name","domicil_name","self_emp10","occup_level","party_code","populist","party_name","civil_lib_2018","civil_lib_2008","polit_rights_2018","polit_rights_2008","freedom_status_2018","freedom_status_2008","total_polit_2018","total_polit_2008","voted","gov_type","private","org_simp","centrist","psoe","soe","public","pvzt","method_oldcode"
"11","Bulgaria","BG","1",6,1,NA,2,7,5322,0,NA,4,4,5,46,5,12,0,0,0,NA,NA,0,3,2,0.238415488959332,5,"BG323",0,0,1,1,"employee",1,"5 service & sales","State-owned enterprise","Farm or home in countryside",0,5,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"other",0,"SOE",1,0,"typeC","state"
"12","Bulgaria","BG","1",7,1,NA,3,4,8341,0,NA,4,0,2,51,0,11,1,0,1,2,2,0,4,2,0.401842551485157,2,"BG332",0,0,1,1,"employee",1,"8 plant & machine op.","Private firm","Suburbs, outskirts of big city",0,8,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"13","Bulgaria","BG","1",8,1,NA,3,7,2330,0,NA,7,3,3,50,5,16,0,0,0,NA,NA,0,2,2,0.367823085879434,5,"BG421",0,0,1,1,"employee",1,"2 professionals","Other public sector","Farm or home in countryside",0,2,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",0,"public",0,1,"typeC","state"
"14","Bulgaria","BG","1",8,1,NA,4,7,7126,0,NA,5,2,2,49,2,14,1,0,0,NA,NA,2,3,2,0.26723705530571,5,"BG333",0,0,1,1,"employee",1,"7 craft & trade","State-owned enterprise","Farm or home in countryside",0,7,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"other",0,"SOE",1,0,"typeC","state"
"15","Bulgaria","BG","1",5,1,NA,2,6,5223,0,NA,2,2,3,39,5,18,0,0,0,NA,NA,0,4,2,0.243056928899064,3,"BG421",0,0,1,1,"employee",1,"5 service & sales","Private firm","Town or small city",0,5,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",1,"private",0,0,"typeC","state"
"16","Bulgaria","BG","1",3,1,NA,3,9,1221,1,3,3,3,2,43,0,16,0,0,1,1,1,0,4,2,0.223290376422981,5,"BG411",0,0,1,1,"employee",1,"1 managers","Private firm","Farm or home in countryside",0,1,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"17","Bulgaria","BG","1",8,1,NA,4,NA,7533,0,NA,7,3,3,37,3,12,0,0,0,NA,NA,0,4,2,0.347454497603022,5,"BG314",0,0,1,1,"employee",1,"7 craft & trade","Private firm","Farm or home in countryside",0,7,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"18","Bulgaria","BG","1",10,1,NA,NA,6,2342,0,NA,4,1,2,60,2,15,0,0,0,NA,NA,2,2,2,0.232252548706835,5,"BG421",0,0,1,1,"employee",1,"2 professionals","Other public sector","Farm or home in countryside",0,2,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",0,"public",0,1,"typeC","state"
"19","Bulgaria","BG","1",10,1,NA,NA,NA,1420,1,5,7,2,5,49,8,17,1,0,0,NA,NA,0,4,2,0.0861136781655221,5,"BG341",0,0,1,1,"employee",1,"1 managers","Private firm","Farm or home in countryside",0,1,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"20","Bulgaria","BG","1",8,1,NA,3,3,5321,0,NA,5,2,3,43,5,12,0,0,0,NA,NA,0,2,1,0.387231879376302,2,"BG333",0,0,1,1,"employee",1,"5 service & sales","Other public sector","Suburbs, outskirts of big city",0,5,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",0,"public",0,1,"typeC","state"
"21","Bulgaria","BG","1",5,1,NA,4,8,3315,1,4,4,2,4,47,2,16,0,0,1,2,2,2,4,2,0.269412742060947,5,"BG341",0,0,1,1,"employee",1,"3 technicians and assoc. profs.","Private firm","Farm or home in countryside",0,3,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",1,"private",0,0,"typeC","state"
"22","Bulgaria","BG","1",8,1,NA,3,4,9122,0,NA,4,0,4,59,7,13,0,0,0,NA,NA,0,3,2,0.133476756927313,3,"BG423",0,0,1,1,"employee",1,"9 elementary","State-owned enterprise","Town or small city",0,9,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"other",0,"SOE",1,0,"typeC","state"
"23","Bulgaria","BG","1",8,1,NA,2,3,5223,0,NA,7,2,3,41,2,12,0,0,0,NA,NA,0,4,2,0.124970357647844,3,"BG334",0,0,1,1,"employee",1,"5 service & sales","Private firm","Town or small city",0,5,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"24","Bulgaria","BG","1",7,1,NA,3,10,3512,0,NA,5,2,3,31,3,16,1,0,0,NA,NA,0,4,2,0.563411077262753,5,"BG411",0,0,1,1,"employee",1,"3 technicians and assoc. profs.","Private firm","Farm or home in countryside",0,3,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"25","Bulgaria","BG","1",8,1,NA,3,4,9112,0,NA,4,1,3,56,3,12,0,0,0,NA,NA,0,4,2,0.134599340075666,5,"BG323",0,0,1,1,"employee",1,"9 elementary","Private firm","Farm or home in countryside",0,9,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"26","Bulgaria","BG","1",NA,1,NA,5,6,5112,0,NA,6,2,4,56,5,13,0,0,1,2,2,0,2,2,0.303708584757295,5,"BG411",0,0,1,1,"employee",1,"5 service & sales","Other public sector","Farm or home in countryside",0,5,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",0,"public",0,1,"typeC","state"
"27","Bulgaria","BG","1",9,1,NA,NA,8,3212,0,NA,7,NA,3,33,0,15,0,0,0,NA,NA,1,3,2,0.55196488841328,3,"BG314",0,0,1,1,"employee",1,"3 technicians and assoc. profs.","State-owned enterprise","Town or small city",0,3,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"other",0,"SOE",1,0,"typeC","state"
"28","Bulgaria","BG","1",6,1,NA,5,10,3312,0,NA,6,1,3,53,5,11,0,0,0,NA,NA,0,4,2,0.298865837764781,5,"BG411",0,0,1,1,"employee",1,"3 technicians and assoc. profs.","Private firm","Farm or home in countryside",0,3,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"29","Bulgaria","BG","1",10,1,NA,2,8,1411,1,10,6,2,3,38,8,17,1,0,0,NA,NA,0,4,2,0.236855658498396,5,"BG413",0,0,1,1,"employee",1,"1 managers","Private firm","Farm or home in countryside",0,1,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"30","Bulgaria","BG","1",7,1,NA,3,9,2330,0,NA,2,0,3,59,1,18,1,0,0,NA,NA,0,2,2,0.184989525075195,5,"BG323",0,0,1,1,"employee",1,"2 professionals","Other public sector","Farm or home in countryside",0,2,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",0,"public",0,1,"typeC","state"
"31","Bulgaria","BG","1",4,1,NA,3,8,2330,0,NA,3,1,3,52,2,16,0,0,0,NA,NA,2,2,2,0.356229675160594,3,"BG314",0,0,1,1,"employee",1,"2 professionals","Other public sector","Town or small city",0,2,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",0,"public",0,1,"typeC","state"
"32","Bulgaria","BG","1",5,1,NA,1,9,5223,0,NA,4,3,4,55,2,11,1,0,0,NA,NA,0,4,2,0.248964345760026,5,"BG331",0,0,1,1,"employee",1,"5 service & sales","Private firm","Farm or home in countryside",0,5,"RWP",0,"GERB",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",1,"private",0,0,"typeC","state"
"33","Bulgaria","BG","4",NA,1,NA,3,5,7531,0,NA,6,2,3,52,7,11,0,0,1,1,1,0,4,2,0.176797201849448,2,"BG423",0,0,1,1,"employee",1,"7 craft & trade","Private firm","Suburbs, outskirts of big city",0,7,"L",0,"Dvizhhenie za prava I svobodi",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"34","Bulgaria","BG","4",NA,1,NA,NA,5,9321,0,NA,6,3,3,40,4,8,0,1,1,2,2,0,4,2,0.268235393360855,2,"BG324",0,0,1,1,"employee",1,"9 elementary","Private firm","Suburbs, outskirts of big city",0,9,"L",0,"Dvizhhenie za prava I svobodi",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"35","Bulgaria","BG","4",5,1,NA,3,2,8153,0,NA,7,2,3,52,6,8,0,1,0,NA,NA,0,4,2,0.124010800587353,2,"BG331",0,0,1,1,"employee",1,"8 plant & machine op.","Private firm","Suburbs, outskirts of big city",0,8,"L",0,"Dvizhhenie za prava I svobodi",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",1,"private",0,0,"typeC","state"
"36","Bulgaria","BG","4",NA,1,NA,3,3,7122,0,NA,7,3,2,60,5,10,1,0,0,NA,NA,0,4,2,0.0573188798043564,3,"BG324",0,0,1,1,"employee",1,"7 craft & trade","Private firm","Town or small city",0,7,"L",0,"Dvizhhenie za prava I svobodi",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"37","Bulgaria","BG","4",1,1,NA,3,6,7119,0,NA,2,2,2,31,3,12,1,1,0,NA,NA,0,1,2,0.563809723919274,3,"BG421",0,0,1,1,"employee",1,"7 craft & trade","Central, local government","Town or small city",0,7,"L",0,"Dvizhhenie za prava I svobodi",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",0,"public",0,1,"typeC","state"
"38","Bulgaria","BG","4",4,1,NA,3,4,9212,0,NA,5,1,3,43,2,8,0,1,1,1,1,0,4,2,0.762283690197072,2,"BG333",0,0,1,1,"employee",1,"9 elementary","Private firm","Suburbs, outskirts of big city",0,9,"L",0,"Dvizhhenie za prava I svobodi",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"39","Bulgaria","BG","4",5,1,NA,5,7,9622,0,NA,6,2,3,46,8,8,0,1,1,2,2,0,4,2,0.0944099993788344,2,"BG421",0,0,1,1,"employee",1,"9 elementary","Private firm","Suburbs, outskirts of big city",0,9,"L",0,"Dvizhhenie za prava I svobodi",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",1,"private",0,0,"typeC","state"
"40","Bulgaria","BG","4",5,1,NA,4,3,9112,0,NA,7,2,3,58,10,7,0,1,0,NA,NA,0,4,1,0.0556530307438953,5,"BG411",0,0,1,1,"employee",1,"9 elementary","Private firm","Farm or home in countryside",0,9,"L",0,"Dvizhhenie za prava I svobodi",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",1,"private",0,0,"typeC","state"
"41","Bulgaria","BG","4",4,1,NA,1,5,4211,0,NA,4,2,3,59,7,12,1,1,1,2,2,1,1,2,0.262847089336383,2,"BG324",0,0,1,1,"employee",1,"4 clerical","Central, local government","Suburbs, outskirts of big city",0,4,"L",0,"Dvizhhenie za prava I svobodi",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",0,"public",0,1,"typeC","state"
"42","Bulgaria","BG","4",5,1,NA,3,5,2330,0,NA,7,2,3,26,3,15,0,1,0,NA,NA,0,2,2,0.1547336931117,2,"BG314",0,0,1,1,"employee",1,"2 professionals","Other public sector","Suburbs, outskirts of big city",0,2,"L",0,"Dvizhhenie za prava I svobodi",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",1,"public",0,1,"typeC","state"
"43","Bulgaria","BG","4",10,1,NA,4,6,1321,1,30,7,4,4,24,10,17,1,1,1,1,1,0,4,2,0.631023622463224,2,"BG413",0,0,1,1,"employee",1,"1 managers","Private firm","Suburbs, outskirts of big city",0,1,"L",0,"Dvizhhenie za prava I svobodi",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"44","Bulgaria","BG","4",5,1,NA,2,3,7533,0,NA,4,3,2,60,9,8,0,0,0,NA,NA,0,4,2,0.0750726035702852,3,"BG422",0,0,1,1,"employee",1,"7 craft & trade","Private firm","Town or small city",0,7,"L",0,"Dvizhhenie za prava I svobodi",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",1,"private",0,0,"typeC","state"
"45","Bulgaria","BG","2",3,1,NA,NA,9,2212,0,NA,7,NA,5,48,1,18,0,0,0,NA,NA,0,4,2,0.259592158075519,3,"BG314",0,0,1,1,"employee",1,"2 professionals","Private firm","Town or small city",0,2,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"46","Bulgaria","BG","2",1,1,NA,1,2,9313,0,NA,3,1,1,54,5,8,1,0,1,1,1,1,1,2,0.187070452097141,2,"BG342",0,0,1,1,"employee",1,"9 elementary","Central, local government","Suburbs, outskirts of big city",0,9,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",0,"public",0,1,"typeC","state"
"47","Bulgaria","BG","2",1,1,NA,3,3,2151,0,NA,2,2,2,63,0,17,1,0,1,1,2,1,4,2,0.08087821929563,5,"BG314",0,0,1,1,"employee",1,"2 professionals","Private firm","Farm or home in countryside",0,2,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"48","Bulgaria","BG","2",3,1,NA,2,7,2221,0,NA,5,1,2,50,1,12,0,0,0,NA,NA,NA,2,2,0.128697792416178,2,"BG311",0,0,1,1,"employee",1,"2 professionals","Other public sector","Suburbs, outskirts of big city",0,2,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",0,"public",0,1,"typeC","state"
"49","Bulgaria","BG","2",5,1,NA,3,5,9622,0,NA,6,4,3,43,5,5,1,1,0,NA,NA,0,4,2,0.375007381949279,5,"BG421",0,0,1,1,"employee",1,"9 elementary","Private firm","Farm or home in countryside",0,9,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",1,"private",0,0,"typeC","state"
"50","Bulgaria","BG","2",1,1,NA,5,6,7231,0,NA,6,0,3,57,7,12,0,0,0,NA,NA,1,4,2,0.261996432194298,2,"BG322",0,0,1,1,"employee",1,"7 craft & trade","Private firm","Suburbs, outskirts of big city",0,7,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"51","Bulgaria","BG","2",2,1,NA,2,9,2514,0,NA,7,NA,5,25,3,17,0,0,0,NA,NA,0,4,2,0.691960819891477,5,"BG411",0,0,1,1,"employee",1,"2 professionals","Private firm","Farm or home in countryside",0,2,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"52","Bulgaria","BG","2",1,1,NA,4,4,9329,0,NA,3,1,2,31,3,16,1,0,0,NA,NA,0,4,2,0.65500845856832,5,"BG314",0,0,1,1,"employee",1,"9 elementary","Private firm","Farm or home in countryside",0,9,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"53","Bulgaria","BG","2",0,1,NA,1,5,4110,0,NA,7,2,5,29,0,20,1,0,1,1,1,0,4,2,0.422558340735899,5,"BG411",0,0,1,1,"employee",1,"4 clerical","Private firm","Farm or home in countryside",0,4,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"54","Bulgaria","BG","2",6,1,NA,NA,3,9329,0,NA,6,2,3,21,2,8,0,1,1,1,1,0,4,2,0.231917479601473,2,"BG312",0,0,1,1,"employee",1,"9 elementary","Private firm","Suburbs, outskirts of big city",0,9,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"55","Bulgaria","BG","2",4,1,NA,NA,7,4321,0,NA,6,2,4,22,5,12,1,0,0,NA,NA,0,4,2,0.242764075418827,5,"BG331",0,0,1,1,"employee",1,"4 clerical","Private firm","Farm or home in countryside",0,4,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"56","Bulgaria","BG","2",10,1,NA,NA,4,9313,0,NA,2,1,2,61,2,7,1,0,0,NA,NA,0,4,2,0.141194478160148,3,"BG332",0,0,1,1,"employee",1,"9 elementary","Private firm","Town or small city",0,9,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"57","Bulgaria","BG","2",1,1,NA,3,5,1324,1,20,4,0,3,56,1,16,1,0,0,NA,NA,0,4,2,0.318748364350432,2,"BG415",0,0,1,1,"employee",1,"1 managers","Private firm","Suburbs, outskirts of big city",0,1,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"58","Bulgaria","BG","2",2,1,NA,3,2,5223,0,NA,6,1,5,50,6,11,0,0,0,NA,NA,0,4,2,0.15979950254905,3,"BG315",0,0,1,1,"employee",1,"5 service & sales","Private firm","Town or small city",0,5,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"59","Bulgaria","BG","2",5,1,NA,3,8,4323,0,NA,5,2,3,63,3,12,1,0,0,NA,NA,0,4,2,0.125757068364376,3,"BG332",0,0,1,1,"employee",1,"4 clerical","Private firm","Town or small city",0,4,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",1,"private",0,0,"typeC","state"
"60","Bulgaria","BG","2",7,1,NA,1,4,3313,0,NA,2,2,1,58,6,16,0,0,0,NA,NA,1,4,2,0.0728501845278947,5,"BG314",0,0,1,1,"employee",1,"3 technicians and assoc. profs.","Private firm","Farm or home in countryside",0,3,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"61","Bulgaria","BG","2",4,1,NA,1,NA,5222,0,NA,6,3,3,45,5,12,1,0,1,1,2,0,4,2,0.45982675364009,3,"BG412",0,0,1,1,"employee",1,"5 service & sales","Private firm","Town or small city",0,5,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"62","Bulgaria","BG","2",1,1,NA,2,10,2422,0,NA,3,2,2,56,4,16,0,0,0,NA,NA,0,1,2,0.249442997174067,5,"BG342",0,0,1,1,"employee",1,"2 professionals","Central, local government","Farm or home in countryside",0,2,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",0,"public",0,1,"typeC","state"
"63","Bulgaria","BG","2",0,1,NA,3,2,7319,0,NA,1,0,1,60,0,8,1,0,0,NA,NA,NA,4,2,0.0492295545067064,3,"BG411",0,0,1,1,"employee",1,"7 craft & trade","Private firm","Town or small city",0,7,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"64","Bulgaria","BG","2",5,1,NA,3,10,2421,1,40,5,4,3,41,3,16,1,0,0,NA,NA,0,4,2,0.380647258310662,5,"BG411",0,0,1,1,"employee",1,"2 professionals","Private firm","Farm or home in countryside",0,2,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",1,"private",0,0,"typeC","state"
"65","Bulgaria","BG","2",2,1,NA,2,3,9211,0,NA,2,2,2,64,5,11,0,0,1,2,2,0,4,2,0.120348164754285,3,"BG422",0,0,1,1,"employee",1,"9 elementary","Private firm","Town or small city",0,9,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"66","Bulgaria","BG","2",5,1,NA,3,4,3257,0,NA,6,2,4,58,4,11,1,0,0,NA,NA,0,3,2,0.205502318648151,3,"BG315",0,0,1,1,"employee",1,"3 technicians and assoc. profs.","State-owned enterprise","Town or small city",0,3,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"other",1,"SOE",1,0,"typeC","state"
"67","Bulgaria","BG","2",5,1,NA,NA,3,5411,0,NA,2,0,1,49,2,14,1,0,0,NA,NA,0,2,2,0.397094629803603,2,"BG343",0,0,1,1,"employee",1,"5 service & sales","Other public sector","Suburbs, outskirts of big city",0,5,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",1,"public",0,1,"typeC","state"
"68","Bulgaria","BG","2",3,1,NA,4,9,2514,0,NA,4,3,3,43,0,21,1,0,1,1,2,0,4,2,0.380647389466002,5,"BG411",0,0,1,1,"employee",1,"2 professionals","Private firm","Farm or home in countryside",0,2,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"69","Bulgaria","BG","2",5,1,NA,1,6,2266,0,NA,5,3,3,43,7,20,0,0,1,1,1,0,2,2,0.406335933440227,5,"BG333",0,0,1,1,"employee",1,"2 professionals","Other public sector","Farm or home in countryside",0,2,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",1,"public",0,1,"typeC","state"
"70","Bulgaria","BG","2",5,1,NA,3,6,9112,0,NA,2,1,2,52,7,11,0,0,1,1,2,0,1,2,0.224149394718003,5,"BG411",0,0,1,1,"employee",1,"9 elementary","Central, local government","Farm or home in countryside",0,9,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",0,"public",1,"public",0,1,"typeC","state"
"71","Bulgaria","BG","2",NA,1,NA,NA,7,9312,0,NA,2,0,1,27,5,8,1,1,1,1,1,0,4,1,0.218388789865972,2,"BG421",0,0,1,1,"employee",1,"9 elementary","Private firm","Suburbs, outskirts of big city",0,9,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
"72","Bulgaria","BG","2",3,1,NA,3,3,7231,0,NA,4,1,3,45,4,7,1,1,0,NA,NA,0,4,2,0.211543120490092,2,"BG315",0,0,1,1,"employee",1,"7 craft & trade","Private firm","Suburbs, outskirts of big city",0,7,"L",0,"BSP",47,49,33,36,"F","F",80,85,1,"parliamentary.republic",1,"private",0,"private",0,0,"typeC","state"
