"","country","country_code","regionname","nutslevel","nuts2","year","ideology","ideo01","num_parties","voteshare"
"82","Belgium","BE","Prov. Antwerpen",2,"BE21",2014,"populist",1,1,0.0671488480708119
"83","Belgium","BE","Prov. Antwerpen",2,"BE21",2019,"eurosceptic",1,2,0.254735844120788
"84","Belgium","BE","Prov. Antwerpen",2,"BE21",2019,"farleft",1,1,0.0736723890581964
"85","Belgium","BE","Prov. Antwerpen",2,"BE21",2019,"farright",1,1,0.181063455062592
"86","Belgium","BE","Prov. Antwerpen",2,"BE21",2019,"non_democ",0,6,0.708451288579488
"87","Belgium","BE","Prov. Antwerpen",2,"BE21",2019,"non_democ",1,2,0.254735844120788
"88","Belgium","BE","Prov. Antwerpen",2,"BE21",2019,"populist",1,1,0.181063455062592
"89","Belgium","BE","Prov. Brabant Wallon",2,"BE31",1991,"eurosceptic",1,1,0.0339787983131505
"90","Belgium","BE","Prov. Brabant Wallon",2,"BE31",1991,"farright",1,1,0.0339787983131505
"91","Belgium","BE","Prov. Brabant Wallon",2,"BE31",1991,"non_democ",0,6,0.907644020582659
"92","Belgium","BE","Prov. Brabant Wallon",2,"BE31",1991,"non_democ",1,1,0.0339787983131505
"93","Belgium","BE","Prov. Brabant Wallon",2,"BE31",1991,"populist",1,1,0.0339787983131505
"94","Belgium","BE","Prov. Brabant Wallon",2,"BE31",1995,"non_democ",0,5,0.932344438652197
"95","Belgium","BE","Prov. Brabant Wallon",2,"BE31",1999,"eurosceptic",1,1,0.0273546640571055
"96","Belgium","BE","Prov. Brabant Wallon",2,"BE31",1999,"farright",1,1,0.0273546640571055
"97","Belgium","BE","Prov. Brabant Wallon",2,"BE31",1999,"non_democ",0,5,0.91618918708816
"98","Belgium","BE","Prov. Brabant Wallon",2,"BE31",1999,"non_democ",1,1,0.0273546640571055
"99","Belgium","BE","Prov. Brabant Wallon",2,"BE31",1999,"populist",1,1,0.0273546640571055
"100","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2003,"eurosceptic",1,1,0.038912959546995
"101","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2003,"farright",1,1,0.038912959546995
"102","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2003,"non_democ",0,6,0.913457166144739
"103","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2003,"non_democ",1,1,0.038912959546995
"104","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2003,"populist",1,1,0.038912959546995
"105","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2007,"eurosceptic",1,2,0.0369714888250253
"106","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2007,"farright",1,2,0.0369714888250253
"107","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2007,"non_democ",0,5,0.919589802964831
"108","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2007,"non_democ",1,2,0.0369714888250253
"109","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2007,"populist",1,2,0.0369714888250253
"110","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2010,"eurosceptic",1,1,0.0477595396148733
"111","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2010,"farright",1,1,0.0477595396148733
"112","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2010,"non_democ",0,5,0.900155434153009
"113","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2010,"non_democ",1,1,0.0477595396148733
"114","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2010,"populist",1,1,0.0477595396148733
"115","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2014,"eurosceptic",1,2,0.0633388647083751
"116","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2014,"farleft",1,1,0.0255406952106741
"117","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2014,"farright",1,1,0.037798169497701
"118","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2014,"non_democ",0,6,0.886641135212417
"119","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2014,"non_democ",1,2,0.0633388647083751
"120","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2014,"populist",1,1,0.037798169497701
"121","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2019,"eurosceptic",1,3,0.101089983839356
"122","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2019,"farleft",1,1,0.0698307908018048
"123","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2019,"farright",1,2,0.0312591930375515
"124","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2019,"non_democ",0,6,0.843436600992562
"125","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2019,"non_democ",1,3,0.101089983839356
"126","Belgium","BE","Prov. Brabant Wallon",2,"BE31",2019,"populist",1,2,0.0312591930375515
"127","Belgium","BE","Prov. Hainaut",2,"BE32",1991,"eurosceptic",1,1,0.0142110150780103
"128","Belgium","BE","Prov. Hainaut",2,"BE32",1991,"farright",1,1,0.0142110150780103
"129","Belgium","BE","Prov. Hainaut",2,"BE32",1991,"non_democ",0,6,0.900548583201357
"130","Belgium","BE","Prov. Hainaut",2,"BE32",1991,"non_democ",1,1,0.0142110150780103
"131","Belgium","BE","Prov. Hainaut",2,"BE32",1991,"populist",1,1,0.0142110150780103
"132","Belgium","BE","Prov. Hainaut",2,"BE32",1995,"eurosceptic",1,1,0.0712592466758297
"133","Belgium","BE","Prov. Hainaut",2,"BE32",1995,"farright",1,1,0.0712592466758297
"134","Belgium","BE","Prov. Hainaut",2,"BE32",1995,"non_democ",0,5,0.838814417864809
"135","Belgium","BE","Prov. Hainaut",2,"BE32",1995,"non_democ",1,1,0.0712592466758297
"136","Belgium","BE","Prov. Hainaut",2,"BE32",1995,"populist",1,1,0.0712592466758297
"137","Belgium","BE","Prov. Hainaut",2,"BE32",1999,"eurosceptic",1,1,0.0487432204782644
"138","Belgium","BE","Prov. Hainaut",2,"BE32",1999,"farright",1,1,0.0487432204782644
"139","Belgium","BE","Prov. Hainaut",2,"BE32",1999,"non_democ",0,5,0.851961182102063
"140","Belgium","BE","Prov. Hainaut",2,"BE32",1999,"non_democ",1,1,0.0487432204782644
"141","Belgium","BE","Prov. Hainaut",2,"BE32",1999,"populist",1,1,0.0487432204782644
"142","Belgium","BE","Prov. Hainaut",2,"BE32",2003,"eurosceptic",1,2,0.0736263459796719
"143","Belgium","BE","Prov. Hainaut",2,"BE32",2003,"farright",1,2,0.0736263459796719
"144","Belgium","BE","Prov. Hainaut",2,"BE32",2003,"non_democ",0,6,0.840152963671128
"145","Belgium","BE","Prov. Hainaut",2,"BE32",2003,"non_democ",1,2,0.0736263459796719
"146","Belgium","BE","Prov. Hainaut",2,"BE32",2003,"populist",1,2,0.0736263459796719
"147","Belgium","BE","Prov. Hainaut",2,"BE32",2007,"eurosceptic",1,1,0.0723587710604559
"148","Belgium","BE","Prov. Hainaut",2,"BE32",2007,"farright",1,1,0.0723587710604559
"149","Belgium","BE","Prov. Hainaut",2,"BE32",2007,"non_democ",0,5,0.847133300297324
"150","Belgium","BE","Prov. Hainaut",2,"BE32",2007,"non_democ",1,1,0.0723587710604559
"151","Belgium","BE","Prov. Hainaut",2,"BE32",2007,"populist",1,1,0.0723587710604559
"152","Belgium","BE","Prov. Hainaut",2,"BE32",2010,"eurosceptic",1,1,0.0251977538814594
"153","Belgium","BE","Prov. Hainaut",2,"BE32",2010,"farright",1,1,0.0251977538814594
"154","Belgium","BE","Prov. Hainaut",2,"BE32",2010,"non_democ",0,5,0.892161939866573
"155","Belgium","BE","Prov. Hainaut",2,"BE32",2010,"non_democ",1,1,0.0251977538814594
"156","Belgium","BE","Prov. Hainaut",2,"BE32",2010,"populist",1,1,0.0251977538814594
"157","Belgium","BE","Prov. Hainaut",2,"BE32",2014,"eurosceptic",1,2,0.0866711345896081
"158","Belgium","BE","Prov. Hainaut",2,"BE32",2014,"farleft",1,1,0.0470536347867224
"159","Belgium","BE","Prov. Hainaut",2,"BE32",2014,"farright",1,1,0.0396174998028858
"160","Belgium","BE","Prov. Hainaut",2,"BE32",2014,"non_democ",0,6,0.823121994007727
"161","Belgium","BE","Prov. Hainaut",2,"BE32",2014,"non_democ",1,2,0.0866711345896081
"162","Belgium","BE","Prov. Hainaut",2,"BE32",2014,"populist",1,1,0.0396174998028858
"163","Belgium","BE","Prov. Hainaut",2,"BE32",2019,"eurosceptic",1,3,0.181537459797557
"164","Belgium","BE","Prov. Hainaut",2,"BE32",2019,"farleft",1,1,0.140884897693416
"165","Belgium","BE","Prov. Hainaut",2,"BE32",2019,"farright",1,2,0.0406525621041416
"166","Belgium","BE","Prov. Hainaut",2,"BE32",2019,"non_democ",0,6,0.719517669343541
"167","Belgium","BE","Prov. Hainaut",2,"BE32",2019,"non_democ",1,3,0.181537459797557
"168","Belgium","BE","Prov. Hainaut",2,"BE32",2019,"populist",1,2,0.0406525621041416
"169","Belgium","BE","Prov. Liege",2,"BE33",1991,"eurosceptic",1,1,0.00781852201308151
"170","Belgium","BE","Prov. Liege",2,"BE33",1991,"farright",1,1,0.00781852201308151
"171","Belgium","BE","Prov. Liege",2,"BE33",1991,"non_democ",0,6,0.918613167868737
"172","Belgium","BE","Prov. Liege",2,"BE33",1991,"non_democ",1,1,0.00781852201308151
"173","Belgium","BE","Prov. Liege",2,"BE33",1991,"populist",1,1,0.00781852201308151
"174","Belgium","BE","Prov. Liege",2,"BE33",1995,"eurosceptic",1,1,0.0381715888110126
"175","Belgium","BE","Prov. Liege",2,"BE33",1995,"farright",1,1,0.0381715888110126
"176","Belgium","BE","Prov. Liege",2,"BE33",1995,"non_democ",0,5,0.892935081969331
"177","Belgium","BE","Prov. Liege",2,"BE33",1995,"non_democ",1,1,0.0381715888110126
"178","Belgium","BE","Prov. Liege",2,"BE33",1995,"populist",1,1,0.0381715888110126
"179","Belgium","BE","Prov. Liege",2,"BE33",1999,"eurosceptic",1,1,0.0308172884876568
"180","Belgium","BE","Prov. Liege",2,"BE33",1999,"farright",1,1,0.0308172884876568
"181","Belgium","BE","Prov. Liege",2,"BE33",1999,"non_democ",0,5,0.891579451945354
"182","Belgium","BE","Prov. Liege",2,"BE33",1999,"non_democ",1,1,0.0308172884876568
"183","Belgium","BE","Prov. Liege",2,"BE33",1999,"populist",1,1,0.0308172884876568
"184","Belgium","BE","Prov. Liege",2,"BE33",2003,"eurosceptic",1,1,0.0449469057540494
"185","Belgium","BE","Prov. Liege",2,"BE33",2003,"farright",1,1,0.0449469057540494
"186","Belgium","BE","Prov. Liege",2,"BE33",2003,"non_democ",0,6,0.891895394384645
"187","Belgium","BE","Prov. Liege",2,"BE33",2003,"non_democ",1,1,0.0449469057540494
"188","Belgium","BE","Prov. Liege",2,"BE33",2003,"populist",1,1,0.0449469057540494
"189","Belgium","BE","Prov. Liege",2,"BE33",2007,"eurosceptic",1,1,0.0425817117917657
"190","Belgium","BE","Prov. Liege",2,"BE33",2007,"farright",1,1,0.0425817117917657
"191","Belgium","BE","Prov. Liege",2,"BE33",2007,"non_democ",0,5,0.901114677595827
"192","Belgium","BE","Prov. Liege",2,"BE33",2007,"non_democ",1,1,0.0425817117917657
"193","Belgium","BE","Prov. Liege",2,"BE33",2007,"populist",1,1,0.0425817117917657
"194","Belgium","BE","Prov. Liege",2,"BE33",2010,"eurosceptic",1,1,0.0287529883550551
"195","Belgium","BE","Prov. Liege",2,"BE33",2010,"farright",1,1,0.0287529883550551
"196","Belgium","BE","Prov. Liege",2,"BE33",2010,"non_democ",0,5,0.905652810981723
"197","Belgium","BE","Prov. Liege",2,"BE33",2010,"non_democ",1,1,0.0287529883550551
"198","Belgium","BE","Prov. Liege",2,"BE33",2010,"populist",1,1,0.0287529883550551
"199","Belgium","BE","Prov. Liege",2,"BE33",2014,"eurosceptic",1,2,0.122933168298464
"200","Belgium","BE","Prov. Liege",2,"BE33",2014,"farleft",1,1,0.0751012545321514
"201","Belgium","BE","Prov. Liege",2,"BE33",2014,"farright",1,1,0.0478319137663124
"202","Belgium","BE","Prov. Liege",2,"BE33",2014,"non_democ",0,6,0.806671742379381
"203","Belgium","BE","Prov. Liege",2,"BE33",2014,"non_democ",1,2,0.122933168298464
"204","Belgium","BE","Prov. Liege",2,"BE33",2014,"populist",1,1,0.0478319137663124
"205","Belgium","BE","Prov. Liege",2,"BE33",2019,"eurosceptic",1,3,0.189478719166448
"206","Belgium","BE","Prov. Liege",2,"BE33",2019,"farleft",1,1,0.150841355943247
"207","Belgium","BE","Prov. Liege",2,"BE33",2019,"farright",1,2,0.0386373632232011
"208","Belgium","BE","Prov. Liege",2,"BE33",2019,"non_democ",0,6,0.727453393338161
"209","Belgium","BE","Prov. Liege",2,"BE33",2019,"non_democ",1,3,0.189478719166448
"210","Belgium","BE","Prov. Liege",2,"BE33",2019,"populist",1,2,0.0386373632232011
"211","Belgium","BE","Prov. Limburg (B)",2,"BE22",1991,"eurosceptic",1,1,0.0652593227603943
"212","Belgium","BE","Prov. Limburg (B)",2,"BE22",1991,"farright",1,1,0.0652593227603943
"213","Belgium","BE","Prov. Limburg (B)",2,"BE22",1991,"non_democ",0,7,0.867917639027798
"214","Belgium","BE","Prov. Limburg (B)",2,"BE22",1991,"non_democ",1,1,0.0652593227603943
"215","Belgium","BE","Prov. Limburg (B)",2,"BE22",1991,"populist",1,1,0.0652593227603943
"216","Belgium","BE","Prov. Limburg (B)",2,"BE22",1995,"eurosceptic",1,1,0.0899744685498955
"217","Belgium","BE","Prov. Limburg (B)",2,"BE22",1995,"farright",1,1,0.0899744685498955
"218","Belgium","BE","Prov. Limburg (B)",2,"BE22",1995,"non_democ",0,6,0.835576681145541
"219","Belgium","BE","Prov. Limburg (B)",2,"BE22",1995,"non_democ",1,1,0.0899744685498955
"220","Belgium","BE","Prov. Limburg (B)",2,"BE22",1995,"populist",1,1,0.0899744685498955
"221","Belgium","BE","Prov. Limburg (B)",2,"BE22",1999,"eurosceptic",1,1,0.119228048523524
"222","Belgium","BE","Prov. Limburg (B)",2,"BE22",1999,"farright",1,1,0.119228048523524
"223","Belgium","BE","Prov. Limburg (B)",2,"BE22",1999,"non_democ",0,7,0.820813641973451
"224","Belgium","BE","Prov. Limburg (B)",2,"BE22",1999,"non_democ",1,1,0.119228048523524
"225","Belgium","BE","Prov. Limburg (B)",2,"BE22",1999,"populist",1,1,0.119228048523524
"226","Belgium","BE","Prov. Limburg (B)",2,"BE22",2003,"eurosceptic",1,1,0.149728987600646
"227","Belgium","BE","Prov. Limburg (B)",2,"BE22",2003,"farright",1,1,0.149728987600646
"228","Belgium","BE","Prov. Limburg (B)",2,"BE22",2003,"non_democ",0,7,0.806719534344922
"229","Belgium","BE","Prov. Limburg (B)",2,"BE22",2003,"non_democ",1,1,0.149728987600646
"230","Belgium","BE","Prov. Limburg (B)",2,"BE22",2003,"populist",1,1,0.149728987600646
"231","Belgium","BE","Prov. Limburg (B)",2,"BE22",2007,"eurosceptic",1,1,0.175632348949806
"232","Belgium","BE","Prov. Limburg (B)",2,"BE22",2007,"eurosceptic_bl",1,1,0.0385494278434909
"233","Belgium","BE","Prov. Limburg (B)",2,"BE22",2007,"farright",1,1,0.175632348949806
"234","Belgium","BE","Prov. Limburg (B)",2,"BE22",2007,"non_democ",0,5,0.737221254279135
"235","Belgium","BE","Prov. Limburg (B)",2,"BE22",2007,"non_democ",1,2,0.214181776793297
"236","Belgium","BE","Prov. Limburg (B)",2,"BE22",2007,"populist",1,2,0.214181776793297
"237","Belgium","BE","Prov. Limburg (B)",2,"BE22",2010,"eurosceptic",1,1,0.119992493124544
"238","Belgium","BE","Prov. Limburg (B)",2,"BE22",2010,"eurosceptic_bl",1,1,0.0271405118706853
"239","Belgium","BE","Prov. Limburg (B)",2,"BE22",2010,"farright",1,1,0.119992493124544
"240","Belgium","BE","Prov. Limburg (B)",2,"BE22",2010,"non_democ",0,6,0.791068572150194
"241","Belgium","BE","Prov. Limburg (B)",2,"BE22",2010,"non_democ",1,2,0.147133004995229
"242","Belgium","BE","Prov. Limburg (B)",2,"BE22",2010,"populist",1,2,0.147133004995229
"243","Belgium","BE","Prov. Limburg (B)",2,"BE22",2014,"eurosceptic",1,2,0.0820748846398417
"244","Belgium","BE","Prov. Limburg (B)",2,"BE22",2014,"farleft",1,1,0.0242332842535509
"245","Belgium","BE","Prov. Limburg (B)",2,"BE22",2014,"farright",1,1,0.0578416003862908
"246","Belgium","BE","Prov. Limburg (B)",2,"BE22",2014,"non_democ",0,6,0.860620785571224
"247","Belgium","BE","Prov. Limburg (B)",2,"BE22",2014,"non_democ",1,2,0.0820748846398417
"248","Belgium","BE","Prov. Limburg (B)",2,"BE22",2014,"populist",1,1,0.0578416003862908
"249","Belgium","BE","Prov. Limburg (B)",2,"BE22",2019,"eurosceptic",1,2,0.238900760036786
"250","Belgium","BE","Prov. Limburg (B)",2,"BE22",2019,"farleft",1,1,0.0527605943620264
"251","Belgium","BE","Prov. Limburg (B)",2,"BE22",2019,"farright",1,1,0.18614016567476
"252","Belgium","BE","Prov. Limburg (B)",2,"BE22",2019,"non_democ",0,6,0.704282622849382
"253","Belgium","BE","Prov. Limburg (B)",2,"BE22",2019,"non_democ",1,2,0.238900760036786
"254","Belgium","BE","Prov. Limburg (B)",2,"BE22",2019,"populist",1,1,0.18614016567476
"255","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1991,"eurosceptic",1,1,0.00754146855499622
"256","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1991,"farright",1,1,0.00754146855499622
"257","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1991,"non_democ",0,5,0.889550495464327
"258","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1991,"non_democ",1,1,0.00754146855499622
"259","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1991,"populist",1,1,0.00754146855499622
"260","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1995,"eurosceptic",1,1,0.036242334558132
"261","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1995,"farright",1,1,0.036242334558132
"262","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1995,"non_democ",0,5,0.846126835630353
"263","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1995,"non_democ",1,1,0.036242334558132
"264","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1995,"populist",1,1,0.036242334558132
"265","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1999,"eurosceptic",1,1,0.0214780274127455
"266","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1999,"farright",1,1,0.0214780274127455
"267","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1999,"non_democ",0,5,0.869602078994415
"268","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1999,"non_democ",1,1,0.0214780274127455
"269","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",1999,"populist",1,1,0.0214780274127455
"270","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",2003,"eurosceptic",1,1,0.0327697021355019
"271","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",2003,"farright",1,1,0.0327697021355019
"272","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",2003,"non_democ",0,6,0.879489276417333
"273","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",2003,"non_democ",1,1,0.0327697021355019
"274","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",2003,"populist",1,1,0.0327697021355019
"275","Belgium","BE","Prov. Luxembourg (B)",2,"BE34",2007,"eurosceptic",1,1,0.0341153285159164
