"","country","country_code","regionname","nutslevel","nuts3","year","ideology","ideo01","num_parties","voteshare","nuts2"
"7776","France","FR","savoie",3,"FRK27",1993,"farright",1,1,0.112644146479986,"FRK2"
"7777","France","FR","savoie",3,"FRK27",1993,"non_democ",0,8,0.759914314640591,"FRK2"
"7778","France","FR","savoie",3,"FRK27",1993,"non_democ",1,2,0.193779786156999,"FRK2"
"7779","France","FR","savoie",3,"FRK27",1993,"populist",1,1,0.112644146479986,"FRK2"
"7780","France","FR","savoie",3,"FRK27",1997,"eurosceptic",1,2,0.225051385861102,"FRK2"
"7781","France","FR","savoie",3,"FRK27",1997,"farleft",1,1,0.0856244160697602,"FRK2"
"7782","France","FR","savoie",3,"FRK27",1997,"farright",1,1,0.139426969791342,"FRK2"
"7783","France","FR","savoie",3,"FRK27",1997,"non_democ",0,8,0.717458735596387,"FRK2"
"7784","France","FR","savoie",3,"FRK27",1997,"non_democ",1,2,0.225051385861102,"FRK2"
"7785","France","FR","savoie",3,"FRK27",1997,"populist",1,1,0.139426969791342,"FRK2"
"7786","France","FR","savoie",3,"FRK27",2002,"eurosceptic",1,2,0.144997451610227,"FRK2"
"7787","France","FR","savoie",3,"FRK27",2002,"farleft",1,1,0.0352744556520915,"FRK2"
"7788","France","FR","savoie",3,"FRK27",2002,"farright",1,1,0.109722995958135,"FRK2"
"7789","France","FR","savoie",3,"FRK27",2002,"non_democ",0,15,0.839374399943106,"FRK2"
"7790","France","FR","savoie",3,"FRK27",2002,"non_democ",1,2,0.144997451610227,"FRK2"
"7791","France","FR","savoie",3,"FRK27",2002,"populist",1,1,0.109722995958135,"FRK2"
"7792","France","FR","savoie",3,"FRK27",2007,"eurosceptic",1,3,0.0819668259039026,"FRK2"
"7793","France","FR","savoie",3,"FRK27",2007,"farleft",1,1,0.0293772032902468,"FRK2"
"7794","France","FR","savoie",3,"FRK27",2007,"farright",1,1,0.0425570862538308,"FRK2"
"7795","France","FR","savoie",3,"FRK27",2007,"farright_bl",1,1,0.010032536359825,"FRK2"
"7796","France","FR","savoie",3,"FRK27",2007,"non_democ",0,10,0.903873066861924,"FRK2"
"7797","France","FR","savoie",3,"FRK27",2007,"non_democ",1,3,0.0819668259039026,"FRK2"
"7798","France","FR","savoie",3,"FRK27",2007,"populist",1,1,0.0425570862538308,"FRK2"
"7799","France","FR","savoie",3,"FRK27",2012,"eurosceptic",1,1,0.147667814754747,"FRK2"
"7800","France","FR","savoie",3,"FRK27",2012,"farright",1,1,0.147667814754747,"FRK2"
"7801","France","FR","savoie",3,"FRK27",2012,"non_democ",0,12,0.839758614958766,"FRK2"
"7802","France","FR","savoie",3,"FRK27",2012,"non_democ",1,1,0.147667814754747,"FRK2"
"7803","France","FR","savoie",3,"FRK27",2012,"populist",1,1,0.147667814754747,"FRK2"
"7804","France","FR","savoie",3,"FRK27",2017,"eurosceptic",1,4,0.26954082946062,"FRK2"
"7805","France","FR","savoie",3,"FRK27",2017,"farleft",1,2,0.14367200943,"FRK2"
"7806","France","FR","savoie",3,"FRK27",2017,"farright",1,2,0.12586882003062,"FRK2"
"7807","France","FR","savoie",3,"FRK27",2017,"non_democ",0,9,0.712005636321758,"FRK2"
"7808","France","FR","savoie",3,"FRK27",2017,"non_democ",1,4,0.26954082946062,"FRK2"
"7809","France","FR","savoie",3,"FRK27",2017,"populist",1,3,0.245674529516171,"FRK2"
"7810","France","FR","seine-et-marne",3,"FR102",1993,"eurosceptic",1,2,0.233564091412482,"FR10"
"7811","France","FR","seine-et-marne",3,"FR102",1993,"farleft",1,1,0.0741459783978156,"FR10"
"7812","France","FR","seine-et-marne",3,"FR102",1993,"farright",1,1,0.159418113014666,"FR10"
"7813","France","FR","seine-et-marne",3,"FR102",1993,"non_democ",0,10,0.723036501324916,"FR10"
"7814","France","FR","seine-et-marne",3,"FR102",1993,"non_democ",1,2,0.233564091412482,"FR10"
"7815","France","FR","seine-et-marne",3,"FR102",1993,"populist",1,1,0.159418113014666,"FR10"
"7816","France","FR","seine-et-marne",3,"FR102",1997,"eurosceptic",1,2,0.252013119911342,"FR10"
"7817","France","FR","seine-et-marne",3,"FR102",1997,"farleft",1,1,0.0717215861865566,"FR10"
"7818","France","FR","seine-et-marne",3,"FR102",1997,"farright",1,1,0.180291533724786,"FR10"
"7819","France","FR","seine-et-marne",3,"FR102",1997,"non_democ",0,9,0.707134622087567,"FR10"
"7820","France","FR","seine-et-marne",3,"FR102",1997,"non_democ",1,2,0.252013119911342,"FR10"
"7821","France","FR","seine-et-marne",3,"FR102",1997,"populist",1,1,0.180291533724786,"FR10"
"7822","France","FR","seine-et-marne",3,"FR102",2002,"eurosceptic",1,3,0.175924912074773,"FR10"
"7823","France","FR","seine-et-marne",3,"FR102",2002,"farleft",1,1,0.0290974469930229,"FR10"
"7824","France","FR","seine-et-marne",3,"FR102",2002,"farright",1,1,0.134268282534524,"FR10"
"7825","France","FR","seine-et-marne",3,"FR102",2002,"farright_bl",1,1,0.0125591825472256,"FR10"
"7826","France","FR","seine-et-marne",3,"FR102",2002,"non_democ",0,14,0.80801641562901,"FR10"
"7827","France","FR","seine-et-marne",3,"FR102",2002,"non_democ",1,3,0.175924912074773,"FR10"
"7828","France","FR","seine-et-marne",3,"FR102",2002,"populist",1,1,0.134268282534524,"FR10"
"7829","France","FR","seine-et-marne",3,"FR102",2007,"eurosceptic",1,3,0.088741622271868,"FR10"
"7830","France","FR","seine-et-marne",3,"FR102",2007,"farleft",1,1,0.0307333734318611,"FR10"
"7831","France","FR","seine-et-marne",3,"FR102",2007,"farright",1,1,0.0483180099673483,"FR10"
"7832","France","FR","seine-et-marne",3,"FR102",2007,"farright_bl",1,1,0.00969023887265853,"FR10"
"7833","France","FR","seine-et-marne",3,"FR102",2007,"non_democ",0,10,0.896459872830383,"FR10"
"7834","France","FR","seine-et-marne",3,"FR102",2007,"non_democ",1,3,0.088741622271868,"FR10"
"7835","France","FR","seine-et-marne",3,"FR102",2007,"populist",1,1,0.0483180099673483,"FR10"
"7836","France","FR","seine-et-marne",3,"FR102",2012,"eurosceptic",1,1,0.155003209154245,"FR10"
"7837","France","FR","seine-et-marne",3,"FR102",2012,"farright",1,1,0.155003209154245,"FR10"
"7838","France","FR","seine-et-marne",3,"FR102",2012,"non_democ",0,11,0.832746930120931,"FR10"
"7839","France","FR","seine-et-marne",3,"FR102",2012,"non_democ",1,1,0.155003209154245,"FR10"
"7840","France","FR","seine-et-marne",3,"FR102",2012,"populist",1,1,0.155003209154245,"FR10"
"7841","France","FR","seine-et-marne",3,"FR102",2017,"eurosceptic",1,4,0.32854152022916,"FR10"
"7842","France","FR","seine-et-marne",3,"FR102",2017,"farleft",1,2,0.148402602997528,"FR10"
"7843","France","FR","seine-et-marne",3,"FR102",2017,"farright",1,2,0.180138917231632,"FR10"
"7844","France","FR","seine-et-marne",3,"FR102",2017,"non_democ",0,11,0.65065112728537,"FR10"
"7845","France","FR","seine-et-marne",3,"FR102",2017,"non_democ",1,4,0.32854152022916,"FR10"
"7846","France","FR","seine-et-marne",3,"FR102",2017,"populist",1,3,0.305234967638886,"FR10"
"7847","France","FR","seine-maritime",3,"FRD22",1993,"eurosceptic",1,2,0.232708174951352,"FRD2"
"7848","France","FR","seine-maritime",3,"FRD22",1993,"farleft",1,1,0.11748397581202,"FRD2"
"7849","France","FR","seine-maritime",3,"FRD22",1993,"farright",1,1,0.115224199139332,"FRD2"
"7850","France","FR","seine-maritime",3,"FRD22",1993,"non_democ",0,9,0.718274200185525,"FRD2"
"7851","France","FR","seine-maritime",3,"FRD22",1993,"non_democ",1,2,0.232708174951352,"FRD2"
"7852","France","FR","seine-maritime",3,"FRD22",1993,"populist",1,1,0.115224199139332,"FRD2"
"7853","France","FR","seine-maritime",3,"FRD22",1997,"eurosceptic",1,2,0.272299792748118,"FRD2"
"7854","France","FR","seine-maritime",3,"FRD22",1997,"farleft",1,1,0.128939148105113,"FRD2"
"7855","France","FR","seine-maritime",3,"FRD22",1997,"farright",1,1,0.143360644643005,"FRD2"
"7856","France","FR","seine-maritime",3,"FRD22",1997,"non_democ",0,8,0.684838267943812,"FRD2"
"7857","France","FR","seine-maritime",3,"FRD22",1997,"non_democ",1,2,0.272299792748118,"FRD2"
"7858","France","FR","seine-maritime",3,"FRD22",1997,"populist",1,1,0.143360644643005,"FRD2"
"7859","France","FR","seine-maritime",3,"FRD22",2002,"eurosceptic",1,2,0.188483435065044,"FRD2"
"7860","France","FR","seine-maritime",3,"FRD22",2002,"farleft",1,1,0.0824428307618768,"FRD2"
"7861","France","FR","seine-maritime",3,"FRD22",2002,"farright",1,1,0.106040604303167,"FRD2"
"7862","France","FR","seine-maritime",3,"FRD22",2002,"non_democ",0,14,0.792394488749139,"FRD2"
"7863","France","FR","seine-maritime",3,"FRD22",2002,"non_democ",1,2,0.188483435065044,"FRD2"
"7864","France","FR","seine-maritime",3,"FRD22",2002,"populist",1,1,0.106040604303167,"FRD2"
"7865","France","FR","seine-maritime",3,"FRD22",2007,"eurosceptic",1,3,0.130656489289703,"FRD2"
"7866","France","FR","seine-maritime",3,"FRD22",2007,"farleft",1,1,0.082346887217933,"FRD2"
"7867","France","FR","seine-maritime",3,"FRD22",2007,"farright",1,1,0.040639280473867,"FRD2"
"7868","France","FR","seine-maritime",3,"FRD22",2007,"farright_bl",1,1,0.00767032159790287,"FRD2"
"7869","France","FR","seine-maritime",3,"FRD22",2007,"non_democ",0,10,0.850316862215742,"FRD2"
"7870","France","FR","seine-maritime",3,"FRD22",2007,"non_democ",1,3,0.130656489289703,"FRD2"
"7871","France","FR","seine-maritime",3,"FRD22",2007,"populist",1,1,0.040639280473867,"FRD2"
"7872","France","FR","seine-maritime",3,"FRD22",2012,"eurosceptic",1,1,0.143018460426854,"FRD2"
"7873","France","FR","seine-maritime",3,"FRD22",2012,"farright",1,1,0.143018460426854,"FRD2"
"7874","France","FR","seine-maritime",3,"FRD22",2012,"non_democ",0,11,0.840135980558413,"FRD2"
"7875","France","FR","seine-maritime",3,"FRD22",2012,"non_democ",1,1,0.143018460426854,"FRD2"
"7876","France","FR","seine-maritime",3,"FRD22",2012,"populist",1,1,0.143018460426854,"FRD2"
"7877","France","FR","seine-maritime",3,"FRD22",2017,"eurosceptic",1,4,0.352659854438536,"FRD2"
"7878","France","FR","seine-maritime",3,"FRD22",2017,"farleft",1,2,0.178562353667169,"FRD2"
"7879","France","FR","seine-maritime",3,"FRD22",2017,"farright",1,2,0.174097500771367,"FRD2"
"7880","France","FR","seine-maritime",3,"FRD22",2017,"non_democ",0,11,0.62311241991397,"FRD2"
"7881","France","FR","seine-maritime",3,"FRD22",2017,"non_democ",1,4,0.352659854438536,"FRD2"
"7882","France","FR","seine-maritime",3,"FRD22",2017,"populist",1,3,0.267675644771948,"FRD2"
"7883","France","FR","seine-saint-denis",3,"FR106",1993,"eurosceptic",1,2,0.371460538377241,"FR10"
"7884","France","FR","seine-saint-denis",3,"FR106",1993,"farleft",1,1,0.192546712278098,"FR10"
"7885","France","FR","seine-saint-denis",3,"FR106",1993,"farright",1,1,0.178913826099143,"FR10"
"7886","France","FR","seine-saint-denis",3,"FR106",1993,"non_democ",0,12,0.592208072671968,"FR10"
"7887","France","FR","seine-saint-denis",3,"FR106",1993,"non_democ",1,2,0.371460538377241,"FR10"
"7888","France","FR","seine-saint-denis",3,"FR106",1993,"populist",1,1,0.178913826099143,"FR10"
"7889","France","FR","seine-saint-denis",3,"FR106",1997,"eurosceptic",1,2,0.395691814158761,"FR10"
"7890","France","FR","seine-saint-denis",3,"FR106",1997,"farleft",1,1,0.195527573878112,"FR10"
"7891","France","FR","seine-saint-denis",3,"FR106",1997,"farright",1,1,0.200164240280649,"FR10"
"7892","France","FR","seine-saint-denis",3,"FR106",1997,"non_democ",0,8,0.571109558352122,"FR10"
"7893","France","FR","seine-saint-denis",3,"FR106",1997,"non_democ",1,2,0.395691814158761,"FR10"
"7894","France","FR","seine-saint-denis",3,"FR106",1997,"populist",1,1,0.200164240280649,"FR10"
"7895","France","FR","seine-saint-denis",3,"FR106",2002,"eurosceptic",1,2,0.276532948948696,"FR10"
"7896","France","FR","seine-saint-denis",3,"FR106",2002,"farleft",1,1,0.138887058904135,"FR10"
"7897","France","FR","seine-saint-denis",3,"FR106",2002,"farright",1,1,0.137645890044561,"FR10"
"7898","France","FR","seine-saint-denis",3,"FR106",2002,"non_democ",0,15,0.707041986291804,"FR10"
"7899","France","FR","seine-saint-denis",3,"FR106",2002,"non_democ",1,2,0.276532948948696,"FR10"
"7900","France","FR","seine-saint-denis",3,"FR106",2002,"populist",1,1,0.137645890044561,"FR10"
"7901","France","FR","seine-saint-denis",3,"FR106",2007,"eurosceptic",1,3,0.180733264836322,"FR10"
"7902","France","FR","seine-saint-denis",3,"FR106",2007,"farleft",1,1,0.123619763555255,"FR10"
"7903","France","FR","seine-saint-denis",3,"FR106",2007,"farright",1,1,0.049695014891597,"FR10"
"7904","France","FR","seine-saint-denis",3,"FR106",2007,"farright_bl",1,1,0.00741848638947054,"FR10"
"7905","France","FR","seine-saint-denis",3,"FR106",2007,"non_democ",0,10,0.802096528762242,"FR10"
"7906","France","FR","seine-saint-denis",3,"FR106",2007,"non_democ",1,3,0.180733264836322,"FR10"
"7907","France","FR","seine-saint-denis",3,"FR106",2007,"populist",1,1,0.049695014891597,"FR10"
"7908","France","FR","seine-saint-denis",3,"FR106",2012,"eurosceptic",1,1,0.116199071133366,"FR10"
"7909","France","FR","seine-saint-denis",3,"FR106",2012,"farright",1,1,0.116199071133366,"FR10"
"7910","France","FR","seine-saint-denis",3,"FR106",2012,"non_democ",0,12,0.868319818296308,"FR10"
"7911","France","FR","seine-saint-denis",3,"FR106",2012,"non_democ",1,1,0.116199071133366,"FR10"
"7912","France","FR","seine-saint-denis",3,"FR106",2012,"populist",1,1,0.116199071133366,"FR10"
"7913","France","FR","seine-saint-denis",3,"FR106",2017,"eurosceptic",1,4,0.341494824030271,"FR10"
"7914","France","FR","seine-saint-denis",3,"FR106",2017,"farleft",1,2,0.241676570584866,"FR10"
"7915","France","FR","seine-saint-denis",3,"FR106",2017,"farright",1,2,0.0998182534454048,"FR10"
"7916","France","FR","seine-saint-denis",3,"FR106",2017,"non_democ",0,10,0.634841708351403,"FR10"
"7917","France","FR","seine-saint-denis",3,"FR106",2017,"non_democ",1,4,0.341494824030271,"FR10"
"7918","France","FR","seine-saint-denis",3,"FR106",2017,"populist",1,3,0.274232046320543,"FR10"
"7919","France","FR","somme",3,"FRE23",1993,"eurosceptic",1,2,0.226257935099929,"FRE2"
"7920","France","FR","somme",3,"FRE23",1993,"farleft",1,1,0.117890905769481,"FRE2"
"7921","France","FR","somme",3,"FRE23",1993,"farright",1,1,0.108367029330448,"FRE2"
"7922","France","FR","somme",3,"FRE23",1993,"non_democ",0,8,0.720312099292823,"FRE2"
"7923","France","FR","somme",3,"FRE23",1993,"non_democ",1,2,0.226257935099929,"FRE2"
"7924","France","FR","somme",3,"FRE23",1993,"populist",1,1,0.108367029330448,"FRE2"
"7925","France","FR","somme",3,"FRE23",1997,"eurosceptic",1,2,0.272470566882027,"FRE2"
"7926","France","FR","somme",3,"FRE23",1997,"farleft",1,1,0.140430789851203,"FRE2"
"7927","France","FR","somme",3,"FRE23",1997,"farright",1,1,0.132039777030824,"FRE2"
"7928","France","FR","somme",3,"FRE23",1997,"non_democ",0,8,0.68234222347878,"FRE2"
"7929","France","FR","somme",3,"FRE23",1997,"non_democ",1,2,0.272470566882027,"FRE2"
"7930","France","FR","somme",3,"FRE23",1997,"populist",1,1,0.132039777030824,"FRE2"
"7931","France","FR","somme",3,"FRE23",2002,"eurosceptic",1,2,0.190178894817614,"FRE2"
"7932","France","FR","somme",3,"FRE23",2002,"farleft",1,1,0.0803514418750537,"FRE2"
"7933","France","FR","somme",3,"FRE23",2002,"farright",1,1,0.10982745294256,"FRE2"
"7934","France","FR","somme",3,"FRE23",2002,"non_democ",0,15,0.784202291914821,"FRE2"
"7935","France","FR","somme",3,"FRE23",2002,"non_democ",1,2,0.190178894817614,"FRE2"
"7936","France","FR","somme",3,"FRE23",2002,"populist",1,1,0.10982745294256,"FRE2"
"7937","France","FR","somme",3,"FRE23",2007,"eurosceptic",1,3,0.0864905303470785,"FRE2"
"7938","France","FR","somme",3,"FRE23",2007,"farleft",1,1,0.0235752881984014,"FRE2"
"7939","France","FR","somme",3,"FRE23",2007,"farright",1,1,0.0538913567613244,"FRE2"
"7940","France","FR","somme",3,"FRE23",2007,"farright_bl",1,1,0.0090238853873526,"FRE2"
"7941","France","FR","somme",3,"FRE23",2007,"non_democ",0,11,0.890348939073269,"FRE2"
"7942","France","FR","somme",3,"FRE23",2007,"non_democ",1,3,0.0864905303470785,"FRE2"
"7943","France","FR","somme",3,"FRE23",2007,"populist",1,1,0.0538913567613244,"FRE2"
"7944","France","FR","somme",3,"FRE23",2012,"eurosceptic",1,1,0.15914974573448,"FRE2"
"7945","France","FR","somme",3,"FRE23",2012,"farright",1,1,0.15914974573448,"FRE2"
"7946","France","FR","somme",3,"FRE23",2012,"non_democ",0,10,0.823202180221474,"FRE2"
"7947","France","FR","somme",3,"FRE23",2012,"non_democ",1,1,0.15914974573448,"FRE2"
"7948","France","FR","somme",3,"FRE23",2012,"populist",1,1,0.15914974573448,"FRE2"
"7949","France","FR","somme",3,"FRE23",2017,"eurosceptic",1,4,0.367436738407029,"FRE2"
"7950","France","FR","somme",3,"FRE23",2017,"farleft",1,2,0.167829355294343,"FRE2"
"7951","France","FR","somme",3,"FRE23",2017,"farright",1,2,0.199607383112686,"FRE2"
"7952","France","FR","somme",3,"FRE23",2017,"non_democ",0,9,0.604366665868665,"FRE2"
"7953","France","FR","somme",3,"FRE23",2017,"non_democ",1,4,0.367436738407029,"FRE2"
"7954","France","FR","somme",3,"FRE23",2017,"populist",1,3,0.345512436858107,"FRE2"
"7955","France","FR","tarn",3,"FRJ27",1993,"eurosceptic",1,2,0.179059503249262,"FRJ2"
"7956","France","FR","tarn",3,"FRJ27",1993,"farleft",1,1,0.0722513523465741,"FRJ2"
"7957","France","FR","tarn",3,"FRJ27",1993,"farright",1,1,0.106808150902688,"FRJ2"
"7958","France","FR","tarn",3,"FRJ27",1993,"non_democ",0,8,0.748678771659587,"FRJ2"
"7959","France","FR","tarn",3,"FRJ27",1993,"non_democ",1,2,0.179059503249262,"FRJ2"
"7960","France","FR","tarn",3,"FRJ27",1993,"populist",1,1,0.106808150902688,"FRJ2"
"7961","France","FR","tarn",3,"FRJ27",1997,"eurosceptic",1,2,0.211052551216507,"FRJ2"
"7962","France","FR","tarn",3,"FRJ27",1997,"farleft",1,1,0.0835259491704795,"FRJ2"
"7963","France","FR","tarn",3,"FRJ27",1997,"farright",1,1,0.127526602046028,"FRJ2"
"7964","France","FR","tarn",3,"FRJ27",1997,"non_democ",0,8,0.729414676010509,"FRJ2"
"7965","France","FR","tarn",3,"FRJ27",1997,"non_democ",1,2,0.211052551216507,"FRJ2"
"7966","France","FR","tarn",3,"FRJ27",1997,"populist",1,1,0.127526602046028,"FRJ2"
"7967","France","FR","tarn",3,"FRJ27",2002,"eurosceptic",1,3,0.192908973232374,"FRJ2"
"7968","France","FR","tarn",3,"FRJ27",2002,"farleft",1,1,0.0387017674947249,"FRJ2"
"7969","France","FR","tarn",3,"FRJ27",2002,"farright",1,1,0.105560320559031,"FRJ2"
"7970","France","FR","tarn",3,"FRJ27",2002,"farright_bl",1,1,0.0486468851786175,"FRJ2"
"7971","France","FR","tarn",3,"FRJ27",2002,"non_democ",0,14,0.77696626552938,"FRJ2"
"7972","France","FR","tarn",3,"FRJ27",2002,"non_democ",1,3,0.192908973232374,"FRJ2"
"7973","France","FR","tarn",3,"FRJ27",2002,"populist",1,1,0.105560320559031,"FRJ2"
"7974","France","FR","tarn",3,"FRJ27",2007,"eurosceptic",1,3,0.0885648001800228,"FRJ2"
"7975","France","FR","tarn",3,"FRJ27",2007,"farleft",1,1,0.0437037552975467,"FRJ2"
"7976","France","FR","tarn",3,"FRJ27",2007,"farright",1,1,0.0359456288207969,"FRJ2"
"7977","France","FR","tarn",3,"FRJ27",2007,"farright_bl",1,1,0.00891541606167925,"FRJ2"
"7978","France","FR","tarn",3,"FRJ27",2007,"non_democ",0,12,0.886864227428835,"FRJ2"
"7979","France","FR","tarn",3,"FRJ27",2007,"non_democ",1,3,0.0885648001800228,"FRJ2"
"7980","France","FR","tarn",3,"FRJ27",2007,"populist",1,1,0.0359456288207969,"FRJ2"
"7981","France","FR","tarn",3,"FRJ27",2012,"eurosceptic",1,1,0.144769724126291,"FRJ2"
"7982","France","FR","tarn",3,"FRJ27",2012,"farright",1,1,0.144769724126291,"FRJ2"
"7983","France","FR","tarn",3,"FRJ27",2012,"non_democ",0,12,0.835297896782835,"FRJ2"
"7984","France","FR","tarn",3,"FRJ27",2012,"non_democ",1,1,0.144769724126291,"FRJ2"
"7985","France","FR","tarn",3,"FRJ27",2012,"populist",1,1,0.144769724126291,"FRJ2"
"7986","France","FR","tarn",3,"FRJ27",2017,"eurosceptic",1,4,0.314507516378648,"FRJ2"
"7987","France","FR","tarn",3,"FRJ27",2017,"farleft",1,2,0.143963476707658,"FRJ2"
"7988","France","FR","tarn",3,"FRJ27",2017,"farright",1,2,0.170544039670991,"FRJ2"
"7989","France","FR","tarn",3,"FRJ27",2017,"non_democ",0,7,0.655295814935329,"FRJ2"
"7990","France","FR","tarn",3,"FRJ27",2017,"non_democ",1,4,0.314507516378648,"FRJ2"
"7991","France","FR","tarn",3,"FRJ27",2017,"populist",1,3,0.291649231499466,"FRJ2"
"7992","France","FR","tarn-et-garonne",3,"FRJ28",1993,"eurosceptic",1,2,0.178523720124197,"FRJ2"
"7993","France","FR","tarn-et-garonne",3,"FRJ28",1993,"farleft",1,1,0.0665752039858473,"FRJ2"
"7994","France","FR","tarn-et-garonne",3,"FRJ28",1993,"farright",1,1,0.111948516138349,"FRJ2"
"7995","France","FR","tarn-et-garonne",3,"FRJ28",1993,"non_democ",0,10,0.756634053000217,"FRJ2"
"7996","France","FR","tarn-et-garonne",3,"FRJ28",1993,"non_democ",1,2,0.178523720124197,"FRJ2"
"7997","France","FR","tarn-et-garonne",3,"FRJ28",1993,"populist",1,1,0.111948516138349,"FRJ2"
"7998","France","FR","tarn-et-garonne",3,"FRJ28",1997,"eurosceptic",1,2,0.213753190861924,"FRJ2"
"7999","France","FR","tarn-et-garonne",3,"FRJ28",1997,"farleft",1,1,0.0753273801295697,"FRJ2"
"8000","France","FR","tarn-et-garonne",3,"FRJ28",1997,"farright",1,1,0.138425810732355,"FRJ2"
"8001","France","FR","tarn-et-garonne",3,"FRJ28",1997,"non_democ",0,7,0.728871195156341,"FRJ2"
"8002","France","FR","tarn-et-garonne",3,"FRJ28",1997,"non_democ",1,2,0.213753190861924,"FRJ2"
"8003","France","FR","tarn-et-garonne",3,"FRJ28",1997,"populist",1,1,0.138425810732355,"FRJ2"
"8004","France","FR","tarn-et-garonne",3,"FRJ28",2002,"eurosceptic",1,2,0.160803330435976,"FRJ2"
"8005","France","FR","tarn-et-garonne",3,"FRJ28",2002,"farleft",1,1,0.0285557436296262,"FRJ2"
"8006","France","FR","tarn-et-garonne",3,"FRJ28",2002,"farright",1,1,0.13224758680635,"FRJ2"
"8007","France","FR","tarn-et-garonne",3,"FRJ28",2002,"non_democ",0,15,0.809927261082392,"FRJ2"
"8008","France","FR","tarn-et-garonne",3,"FRJ28",2002,"non_democ",1,2,0.160803330435976,"FRJ2"
"8009","France","FR","tarn-et-garonne",3,"FRJ28",2002,"populist",1,1,0.13224758680635,"FRJ2"
"8010","France","FR","tarn-et-garonne",3,"FRJ28",2007,"eurosceptic",1,3,0.0860950843430962,"FRJ2"
"8011","France","FR","tarn-et-garonne",3,"FRJ28",2007,"farleft",1,1,0.0288665278529431,"FRJ2"
"8012","France","FR","tarn-et-garonne",3,"FRJ28",2007,"farright",1,1,0.0461570918830663,"FRJ2"
"8013","France","FR","tarn-et-garonne",3,"FRJ28",2007,"farright_bl",1,1,0.0110714646070868,"FRJ2"
"8014","France","FR","tarn-et-garonne",3,"FRJ28",2007,"non_democ",0,11,0.889404599198305,"FRJ2"
"8015","France","FR","tarn-et-garonne",3,"FRJ28",2007,"non_democ",1,3,0.0860950843430962,"FRJ2"
"8016","France","FR","tarn-et-garonne",3,"FRJ28",2007,"populist",1,1,0.0461570918830663,"FRJ2"
"8017","France","FR","tarn-et-garonne",3,"FRJ28",2012,"eurosceptic",1,1,0.165178006400636,"FRJ2"
"8018","France","FR","tarn-et-garonne",3,"FRJ28",2012,"farright",1,1,0.165178006400636,"FRJ2"
"8019","France","FR","tarn-et-garonne",3,"FRJ28",2012,"non_democ",0,10,0.815737610067442,"FRJ2"
"8020","France","FR","tarn-et-garonne",3,"FRJ28",2012,"non_democ",1,1,0.165178006400636,"FRJ2"
"8021","France","FR","tarn-et-garonne",3,"FRJ28",2012,"populist",1,1,0.165178006400636,"FRJ2"
"8022","France","FR","tarn-et-garonne",3,"FRJ28",2017,"eurosceptic",1,4,0.336768831168831,"FRJ2"
"8023","France","FR","tarn-et-garonne",3,"FRJ28",2017,"farleft",1,2,0.143075324675325,"FRJ2"
"8024","France","FR","tarn-et-garonne",3,"FRJ28",2017,"farright",1,2,0.193693506493507,"FRJ2"
"8025","France","FR","tarn-et-garonne",3,"FRJ28",2017,"non_democ",0,9,0.629568831168831,"FRJ2"
"8026","France","FR","tarn-et-garonne",3,"FRJ28",2017,"non_democ",1,4,0.336768831168831,"FRJ2"
"8027","France","FR","tarn-et-garonne",3,"FRJ28",2017,"populist",1,3,0.314524675324675,"FRJ2"
"8028","France","FR","territoire de belfort",3,"FRC24",1993,"eurosceptic",1,2,0.162554569088144,"FRC2"
"8029","France","FR","territoire de belfort",3,"FRC24",1993,"farleft",1,1,0.037082454505322,"FRC2"
"8030","France","FR","territoire de belfort",3,"FRC24",1993,"farright",1,1,0.125472114582822,"FRC2"
"8031","France","FR","territoire de belfort",3,"FRC24",1993,"non_democ",0,8,0.772403982930299,"FRC2"
"8032","France","FR","territoire de belfort",3,"FRC24",1993,"non_democ",1,2,0.162554569088144,"FRC2"
"8033","France","FR","territoire de belfort",3,"FRC24",1993,"populist",1,1,0.125472114582822,"FRC2"
"8034","France","FR","territoire de belfort",3,"FRC24",1997,"eurosceptic",1,2,0.230278754189487,"FRC2"
"8035","France","FR","territoire de belfort",3,"FRC24",1997,"farleft",1,1,0.0465789258562904,"FRC2"
"8036","France","FR","territoire de belfort",3,"FRC24",1997,"farright",1,1,0.183699828333197,"FRC2"
"8037","France","FR","territoire de belfort",3,"FRC24",1997,"non_democ",0,7,0.716635330662961,"FRC2"
"8038","France","FR","territoire de belfort",3,"FRC24",1997,"non_democ",1,2,0.230278754189487,"FRC2"
"8039","France","FR","territoire de belfort",3,"FRC24",1997,"populist",1,1,0.183699828333197,"FRC2"
"8040","France","FR","territoire de belfort",3,"FRC24",2002,"eurosceptic",1,2,0.167649480032928,"FRC2"
"8041","France","FR","territoire de belfort",3,"FRC24",2002,"farleft",1,1,0.0171026325958033,"FRC2"
"8042","France","FR","territoire de belfort",3,"FRC24",2002,"farright",1,1,0.150546847437125,"FRC2"
"8043","France","FR","territoire de belfort",3,"FRC24",2002,"non_democ",0,14,0.805083749138988,"FRC2"
"8044","France","FR","territoire de belfort",3,"FRC24",2002,"non_democ",1,2,0.167649480032928,"FRC2"
"8045","France","FR","territoire de belfort",3,"FRC24",2002,"populist",1,1,0.150546847437125,"FRC2"
"8046","France","FR","territoire de belfort",3,"FRC24",2007,"eurosceptic",1,3,0.07376851532897,"FRC2"
